",",experiment_run,datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1,AMI,SILHOUETTE,K
25449,11,satimage_sample3600.csv,noise,0.2,[B14attr],Hierarchical Clustering,,,,,,0.5505,0.3307,6.0
25450,11,satimage_sample3600.csv,noise,0.3,[B14attr],K-Means,,,,,,0.5479,0.3401,6.0
25451,11,satimage_sample3600.csv,noise,0.3,[B14attr],HDBSCAN,,,,,,0.4654,0.079,12.0
25452,11,satimage_sample3600.csv,noise,0.3,[B14attr],Gaussian Mixture Model,,,,,,0.4929,0.1129,6.0
25453,11,satimage_sample3600.csv,noise,0.3,[B14attr],BIRCH,,,,,,0.5075,0.2924,5.0
25454,11,satimage_sample3600.csv,noise,0.3,[B14attr],Hierarchical Clustering,,,,,,0.5238,0.2994,6.0
25455,11,satimage_sample3600.csv,noise,0.4,[B14attr],K-Means,,,,,,0.4771,0.3168,5.0
25456,11,satimage_sample3600.csv,noise,0.4,[B14attr],HDBSCAN,,,,,,0.2314,0.2713,4.0
25457,11,satimage_sample3600.csv,noise,0.4,[B14attr],Gaussian Mixture Model,,,,,,0.5201,0.0486,6.0
25458,11,satimage_sample3600.csv,noise,0.4,[B14attr],BIRCH,,,,,,0.3769,0.2053,5.0
25459,11,satimage_sample3600.csv,noise,0.4,[B14attr],Hierarchical Clustering,,,,,,0.5099,0.3039,6.0
25460,11,satimage_sample3600.csv,noise,0.5,[B14attr],K-Means,,,,,,0.5166,0.3013,6.0
25461,11,satimage_sample3600.csv,noise,0.5,[B14attr],HDBSCAN,,,,,,0.2292,0.2945,4.0
25462,11,satimage_sample3600.csv,noise,0.5,[B14attr],Gaussian Mixture Model,,,,,,0.5155,0.184,5.0
25463,11,satimage_sample3600.csv,noise,0.5,[B14attr],BIRCH,,,,,,0.3818,0.2541,5.0
25464,11,satimage_sample3600.csv,noise,0.5,[B14attr],Hierarchical Clustering,,,,,,0.5278,0.3063,6.0
25465,11,satimage_sample3600.csv,noise,0.6,[B14attr],K-Means,,,,,,0.4951,0.2998,6.0
25466,11,satimage_sample3600.csv,noise,0.6,[B14attr],HDBSCAN,,,,,,0.2298,0.288,4.0
25467,11,satimage_sample3600.csv,noise,0.6,[B14attr],Gaussian Mixture Model,,,,,,0.4243,0.0323,6.0
25468,11,satimage_sample3600.csv,noise,0.6,[B14attr],BIRCH,,,,,,0.3997,0.1103,6.0
25469,11,satimage_sample3600.csv,noise,0.6,[B14attr],Hierarchical Clustering,,,,,,0.439,0.3081,5.0
25470,11,satimage_sample3600.csv,noise,0.7,[B14attr],K-Means,,,,,,0.4917,0.2963,6.0
25471,11,satimage_sample3600.csv,noise,0.7,[B14attr],HDBSCAN,,,,,,0.2313,0.3801,3.0
25472,11,satimage_sample3600.csv,noise,0.7,[B14attr],Gaussian Mixture Model,,,,,,0.4745,0.0832,6.0
25473,11,satimage_sample3600.csv,noise,0.7,[B14attr],BIRCH,,,,,,0.4332,0.1891,6.0
25474,11,satimage_sample3600.csv,noise,0.7,[B14attr],Hierarchical Clustering,,,,,,0.5199,0.2243,6.0
25475,11,satimage_sample3600.csv,noise,0.8,[B14attr],K-Means,,,,,,0.4874,0.2924,6.0
25476,11,satimage_sample3600.csv,noise,0.8,[B14attr],HDBSCAN,,,,,,0.24,0.494,2.0
25477,11,satimage_sample3600.csv,noise,0.8,[B14attr],Gaussian Mixture Model,,,,,,0.503,0.1739,6.0
25478,11,satimage_sample3600.csv,noise,0.8,[B14attr],BIRCH,,,,,,0.4175,-0.0345,6.0
25479,11,satimage_sample3600.csv,noise,0.8,[B14attr],Hierarchical Clustering,,,,,,0.4329,0.3025,5.0
25480,11,satimage_sample3600.csv,noise,0.9,[B14attr],K-Means,,,,,,0.457,0.2015,6.0
25481,11,satimage_sample3600.csv,noise,0.9,[B14attr],HDBSCAN,,,,,,0.2297,0.3914,3.0
25482,11,satimage_sample3600.csv,noise,0.9,[B14attr],Gaussian Mixture Model,,,,,,0.5047,0.0409,6.0
25483,11,satimage_sample3600.csv,noise,0.9,[B14attr],BIRCH,,,,,,0.4248,0.0746,6.0
25484,11,satimage_sample3600.csv,noise,0.9,[B14attr],Hierarchical Clustering,,,,,,0.4503,0.2757,6.0
25485,11,satimage_sample3600.csv,noise,0.1,[A19attr],K-Means,,,,,,0.5566,0.3415,6.0
25486,11,satimage_sample3600.csv,noise,0.1,[A19attr],HDBSCAN,,,,,,0.2308,0.2877,4.0
25487,11,satimage_sample3600.csv,noise,0.1,[A19attr],Gaussian Mixture Model,,,,,,0.4882,0.0867,6.0
25488,11,satimage_sample3600.csv,noise,0.1,[A19attr],BIRCH,,,,,,0.5397,0.3068,6.0
25489,11,satimage_sample3600.csv,noise,0.1,[A19attr],Hierarchical Clustering,,,,,,0.5714,0.3374,6.0
25490,11,satimage_sample3600.csv,noise,0.2,[A19attr],K-Means,,,,,,0.5615,0.3419,6.0
25491,11,satimage_sample3600.csv,noise,0.2,[A19attr],HDBSCAN,,,,,,0.2278,0.2706,5.0
25492,11,satimage_sample3600.csv,noise,0.2,[A19attr],Gaussian Mixture Model,,,,,,0.5082,0.0426,6.0
25493,11,satimage_sample3600.csv,noise,0.2,[A19attr],BIRCH,,,,,,0.5196,0.2654,6.0
25494,11,satimage_sample3600.csv,noise,0.2,[A19attr],Hierarchical Clustering,,,,,,0.5543,0.3287,6.0
25495,11,satimage_sample3600.csv,noise,0.3,[A19attr],K-Means,,,,,,0.5635,0.3415,6.0
25496,11,satimage_sample3600.csv,noise,0.3,[A19attr],HDBSCAN,,,,,,0.2294,0.3156,4.0
25497,11,satimage_sample3600.csv,noise,0.3,[A19attr],Gaussian Mixture Model,,,,,,0.498,0.0432,6.0
25498,11,satimage_sample3600.csv,noise,0.3,[A19attr],BIRCH,,,,,,0.5211,0.2665,6.0
25499,11,satimage_sample3600.csv,noise,0.3,[A19attr],Hierarchical Clustering,,,,,,0.5463,0.3262,6.0
25500,11,satimage_sample3600.csv,noise,0.4,[A19attr],K-Means,,,,,,0.5553,0.3395,6.0
25501,11,satimage_sample3600.csv,noise,0.4,[A19attr],HDBSCAN,,,,,,0.2346,0.3117,3.0
25502,11,satimage_sample3600.csv,noise,0.4,[A19attr],Gaussian Mixture Model,,,,,,0.4867,0.0425,6.0
25503,11,satimage_sample3600.csv,noise,0.4,[A19attr],BIRCH,,,,,,0.5045,0.2751,6.0
25504,11,satimage_sample3600.csv,noise,0.4,[A19attr],Hierarchical Clustering,,,,,,0.538,0.3478,6.0
25505,11,satimage_sample3600.csv,noise,0.5,[A19attr],K-Means,,,,,,0.5526,0.3378,6.0
25506,11,satimage_sample3600.csv,noise,0.5,[A19attr],HDBSCAN,,,,,,0.2399,0.4978,2.0
25507,11,satimage_sample3600.csv,noise,0.5,[A19attr],Gaussian Mixture Model,,,,,,0.4819,0.0412,6.0
25508,11,satimage_sample3600.csv,noise,0.5,[A19attr],BIRCH,,,,,,0.5377,0.288,6.0
25509,11,satimage_sample3600.csv,noise,0.5,[A19attr],Hierarchical Clustering,,,,,,0.5496,0.3357,6.0
25510,11,satimage_sample3600.csv,noise,0.6,[A19attr],K-Means,,,,,,0.5431,0.3355,6.0
25511,11,satimage_sample3600.csv,noise,0.6,[A19attr],HDBSCAN,,,,,,0.2393,0.3116,3.0
25512,11,satimage_sample3600.csv,noise,0.6,[A19attr],Gaussian Mixture Model,,,,,,0.512,0.0479,6.0
25513,11,satimage_sample3600.csv,noise,0.6,[A19attr],BIRCH,,,,,,0.465,0.2561,6.0
25514,11,satimage_sample3600.csv,noise,0.6,[A19attr],Hierarchical Clustering,,,,,,0.5124,0.3173,6.0
25515,11,satimage_sample3600.csv,noise,0.7,[A19attr],K-Means,,,,,,0.5288,0.3284,6.0
25516,11,satimage_sample3600.csv,noise,0.7,[A19attr],HDBSCAN,,,,,,0.2387,0.3188,3.0
25517,11,satimage_sample3600.csv,noise,0.7,[A19attr],Gaussian Mixture Model,,,,,,0.5115,0.0473,6.0
25518,11,satimage_sample3600.csv,noise,0.7,[A19attr],BIRCH,,,,,,0.4706,0.2273,6.0
25519,11,satimage_sample3600.csv,noise,0.7,[A19attr],Hierarchical Clustering,,,,,,0.536,0.3243,6.0
25520,11,satimage_sample3600.csv,noise,0.8,[A19attr],K-Means,,,,,,0.5362,0.3266,6.0
25521,11,satimage_sample3600.csv,noise,0.8,[A19attr],HDBSCAN,,,,,,0.2387,0.3188,3.0
25522,11,satimage_sample3600.csv,noise,0.8,[A19attr],Gaussian Mixture Model,,,,,,0.5135,0.0481,6.0
25523,11,satimage_sample3600.csv,noise,0.8,[A19attr],BIRCH,,,,,,0.5589,0.2733,6.0
25524,11,satimage_sample3600.csv,noise,0.8,[A19attr],Hierarchical Clustering,,,,,,0.5031,0.3075,6.0
25525,11,satimage_sample3600.csv,noise,0.9,[A19attr],K-Means,,,,,,0.4637,0.2825,6.0
25526,11,satimage_sample3600.csv,noise,0.9,[A19attr],HDBSCAN,,,,,,0.237,0.3499,3.0
25527,11,satimage_sample3600.csv,noise,0.9,[A19attr],Gaussian Mixture Model,,,,,,0.4565,0.0269,6.0
25528,11,satimage_sample3600.csv,noise,0.9,[A19attr],BIRCH,,,,,,0.4435,0.0952,6.0
25529,11,satimage_sample3600.csv,noise,0.9,[A19attr],Hierarchical Clustering,,,,,,0.5573,0.3221,6.0
25530,11,satimage_sample3600.csv,noise,0.1,[F24attr],K-Means,,,,,,0.56,0.3414,6.0
25531,11,satimage_sample3600.csv,noise,0.1,[F24attr],HDBSCAN,,,,,,0.2308,0.2877,4.0
25532,11,satimage_sample3600.csv,noise,0.1,[F24attr],Gaussian Mixture Model,,,,,,0.5187,0.0508,6.0
25533,11,satimage_sample3600.csv,noise,0.1,[F24attr],BIRCH,,,,,,0.4482,0.2315,6.0
25534,11,satimage_sample3600.csv,noise,0.1,[F24attr],Hierarchical Clustering,,,,,,0.5678,0.3348,6.0
25535,11,satimage_sample3600.csv,noise,0.2,[F24attr],K-Means,,,,,,0.4786,0.3201,6.0
25536,11,satimage_sample3600.csv,noise,0.2,[F24attr],HDBSCAN,,,,,,0.2329,0.2031,5.0
25537,11,satimage_sample3600.csv,noise,0.2,[F24attr],Gaussian Mixture Model,,,,,,0.5134,0.0442,6.0
25538,11,satimage_sample3600.csv,noise,0.2,[F24attr],BIRCH,,,,,,0.5732,0.2914,6.0
25539,11,satimage_sample3600.csv,noise,0.2,[F24attr],Hierarchical Clustering,,,,,,0.55,0.3452,6.0
25540,11,satimage_sample3600.csv,noise,0.3,[F24attr],K-Means,,,,,,0.4772,0.3003,6.0
25541,11,satimage_sample3600.csv,noise,0.3,[F24attr],HDBSCAN,,,,,,0.231,0.2835,4.0
25542,11,satimage_sample3600.csv,noise,0.3,[F24attr],Gaussian Mixture Model,,,,,,0.5034,0.0204,6.0
25543,11,satimage_sample3600.csv,noise,0.3,[F24attr],BIRCH,,,,,,0.5821,0.3012,6.0
25544,11,satimage_sample3600.csv,noise,0.3,[F24attr],Hierarchical Clustering,,,,,,0.5268,0.3149,6.0
25545,11,satimage_sample3600.csv,noise,0.4,[F24attr],K-Means,,,,,,0.5151,0.3187,6.0
25546,11,satimage_sample3600.csv,noise,0.4,[F24attr],HDBSCAN,,,,,,0.2307,0.5022,2.0
25547,11,satimage_sample3600.csv,noise,0.4,[F24attr],Gaussian Mixture Model,,,,,,0.4813,-0.097,6.0
25548,11,satimage_sample3600.csv,noise,0.4,[F24attr],BIRCH,,,,,,0.4671,0.2853,6.0
25549,11,satimage_sample3600.csv,noise,0.4,[F24attr],Hierarchical Clustering,,,,,,0.4666,0.3038,6.0
25550,11,satimage_sample3600.csv,noise,0.5,[F24attr],K-Means,,,,,,0.5138,0.3193,6.0
25551,11,satimage_sample3600.csv,noise,0.5,[F24attr],HDBSCAN,,,,,,0.2381,0.3241,3.0
25552,11,satimage_sample3600.csv,noise,0.5,[F24attr],Gaussian Mixture Model,,,,,,0.4883,0.0459,5.0
25553,11,satimage_sample3600.csv,noise,0.5,[F24attr],BIRCH,,,,,,0.4389,0.1948,6.0
25554,11,satimage_sample3600.csv,noise,0.5,[F24attr],Hierarchical Clustering,,,,,,0.5586,0.3352,6.0
25555,11,satimage_sample3600.csv,noise,0.6,[F24attr],K-Means,,,,,,0.5174,0.3186,6.0
25556,11,satimage_sample3600.csv,noise,0.6,[F24attr],HDBSCAN,,,,,,0.2381,0.3241,3.0
25557,11,satimage_sample3600.csv,noise,0.6,[F24attr],Gaussian Mixture Model,,,,,,0.4888,0.114,5.0
25558,11,satimage_sample3600.csv,noise,0.6,[F24attr],BIRCH,,,,,,0.4362,0.2064,6.0
25559,11,satimage_sample3600.csv,noise,0.6,[F24attr],Hierarchical Clustering,,,,,,0.5339,0.2969,6.0
25560,11,satimage_sample3600.csv,noise,0.7,[F24attr],K-Means,,,,,,0.5562,0.3409,6.0
25561,11,satimage_sample3600.csv,noise,0.7,[F24attr],HDBSCAN,,,,,,0.2375,0.3291,3.0
25562,11,satimage_sample3600.csv,noise,0.7,[F24attr],Gaussian Mixture Model,,,,,,0.5214,0.0597,6.0
25563,11,satimage_sample3600.csv,noise,0.7,[F24attr],BIRCH,,,,,,0.432,0.1766,6.0
25564,11,satimage_sample3600.csv,noise,0.7,[F24attr],Hierarchical Clustering,,,,,,0.4846,0.2958,6.0
25565,11,satimage_sample3600.csv,noise,0.8,[F24attr],K-Means,,,,,,0.4824,0.3177,6.0
25566,11,satimage_sample3600.csv,noise,0.8,[F24attr],HDBSCAN,,,,,,0.2353,0.4998,2.0
25567,11,satimage_sample3600.csv,noise,0.8,[F24attr],Gaussian Mixture Model,,,,,,0.4728,0.1162,6.0
25568,11,satimage_sample3600.csv,noise,0.8,[F24attr],BIRCH,,,,,,0.4715,0.2446,6.0
25569,11,satimage_sample3600.csv,noise,0.8,[F24attr],Hierarchical Clustering,,,,,,0.5032,0.2638,6.0
25570,11,satimage_sample3600.csv,noise,0.9,[F24attr],K-Means,,,,,,0.4824,0.3144,6.0
25571,11,satimage_sample3600.csv,noise,0.9,[F24attr],HDBSCAN,,,,,,0.2307,0.501,2.0
25572,11,satimage_sample3600.csv,noise,0.9,[F24attr],Gaussian Mixture Model,,,,,,0.4725,0.0938,6.0
25573,11,satimage_sample3600.csv,noise,0.9,[F24attr],BIRCH,,,,,,0.5159,0.2854,6.0
25574,11,satimage_sample3600.csv,noise,0.9,[F24attr],Hierarchical Clustering,,,,,,0.4236,0.2717,6.0
25575,11,satimage_sample3600.csv,noise,0.1,[F30attr],K-Means,,,,,,0.5577,0.3437,6.0
25576,11,satimage_sample3600.csv,noise,0.1,[F30attr],HDBSCAN,,,,,,0.2308,0.2877,4.0
25577,11,satimage_sample3600.csv,noise,0.1,[F30attr],Gaussian Mixture Model,,,,,,0.5194,0.0649,6.0
25578,11,satimage_sample3600.csv,noise,0.1,[F30attr],BIRCH,,,,,,0.4237,0.2899,6.0
25579,11,satimage_sample3600.csv,noise,0.1,[F30attr],Hierarchical Clustering,,,,,,0.5145,0.3189,6.0
25580,11,satimage_sample3600.csv,noise,0.2,[F30attr],K-Means,,,,,,0.5567,0.3403,6.0
25581,11,satimage_sample3600.csv,noise,0.2,[F30attr],HDBSCAN,,,,,,0.4388,0.0589,10.0
25582,11,satimage_sample3600.csv,noise,0.2,[F30attr],Gaussian Mixture Model,,,,,,0.5231,0.0885,6.0
25583,11,satimage_sample3600.csv,noise,0.2,[F30attr],BIRCH,,,,,,0.5394,0.2814,6.0
25584,11,satimage_sample3600.csv,noise,0.2,[F30attr],Hierarchical Clustering,,,,,,0.4895,0.3112,6.0
25585,11,satimage_sample3600.csv,noise,0.3,[F30attr],K-Means,,,,,,0.5112,0.3168,6.0
25586,11,satimage_sample3600.csv,noise,0.3,[F30attr],HDBSCAN,,,,,,0.2333,0.3812,3.0
25587,11,satimage_sample3600.csv,noise,0.3,[F30attr],Gaussian Mixture Model,,,,,,0.5103,0.1389,6.0
25588,11,satimage_sample3600.csv,noise,0.3,[F30attr],BIRCH,,,,,,0.4372,0.197,6.0
25589,11,satimage_sample3600.csv,noise,0.3,[F30attr],Hierarchical Clustering,,,,,,0.4886,0.3307,6.0
25590,11,satimage_sample3600.csv,noise,0.4,[F30attr],K-Means,,,,,,0.5089,0.3162,6.0
25591,11,satimage_sample3600.csv,noise,0.4,[F30attr],HDBSCAN,,,,,,0.2626,0.2549,4.0
25592,11,satimage_sample3600.csv,noise,0.4,[F30attr],Gaussian Mixture Model,,,,,,0.5246,0.1426,6.0
25593,11,satimage_sample3600.csv,noise,0.4,[F30attr],BIRCH,,,,,,0.5012,0.2554,6.0
25594,11,satimage_sample3600.csv,noise,0.4,[F30attr],Hierarchical Clustering,,,,,,0.5137,0.3141,6.0
25595,11,satimage_sample3600.csv,noise,0.5,[F30attr],K-Means,,,,,,0.4878,0.313,6.0
25596,11,satimage_sample3600.csv,noise,0.5,[F30attr],HDBSCAN,,,,,,0.2627,0.274,3.0
25597,11,satimage_sample3600.csv,noise,0.5,[F30attr],Gaussian Mixture Model,,,,,,0.5749,0.1716,6.0
25598,11,satimage_sample3600.csv,noise,0.5,[F30attr],BIRCH,,,,,,0.5108,0.2295,6.0
25599,11,satimage_sample3600.csv,noise,0.5,[F30attr],Hierarchical Clustering,,,,,,0.4862,0.3091,6.0
25600,11,satimage_sample3600.csv,noise,0.6,[F30attr],K-Means,,,,,,0.4871,0.3126,6.0
25601,11,satimage_sample3600.csv,noise,0.6,[F30attr],HDBSCAN,,,,,,0.2399,0.4978,2.0
25602,11,satimage_sample3600.csv,noise,0.6,[F30attr],Gaussian Mixture Model,,,,,,0.4993,0.1506,5.0
25603,11,satimage_sample3600.csv,noise,0.6,[F30attr],BIRCH,,,,,,0.4342,0.1748,6.0
25604,11,satimage_sample3600.csv,noise,0.6,[F30attr],Hierarchical Clustering,,,,,,0.4799,0.3123,6.0
25605,11,satimage_sample3600.csv,noise,0.7,[F30attr],K-Means,,,,,,0.5158,0.299,6.0
25606,11,satimage_sample3600.csv,noise,0.7,[F30attr],HDBSCAN,,,,,,0.2399,0.4978,2.0
25607,11,satimage_sample3600.csv,noise,0.7,[F30attr],Gaussian Mixture Model,,,,,,0.4963,0.0403,6.0
25608,11,satimage_sample3600.csv,noise,0.7,[F30attr],BIRCH,,,,,,0.4158,0.2178,6.0
25609,11,satimage_sample3600.csv,noise,0.7,[F30attr],Hierarchical Clustering,,,,,,0.4243,0.2508,6.0
25610,11,satimage_sample3600.csv,noise,0.8,[F30attr],K-Means,,,,,,0.4926,0.2813,6.0
25611,11,satimage_sample3600.csv,noise,0.8,[F30attr],HDBSCAN,,,,,,0.2495,0.4928,2.0
25612,11,satimage_sample3600.csv,noise,0.8,[F30attr],Gaussian Mixture Model,,,,,,0.4904,0.0387,6.0
25613,11,satimage_sample3600.csv,noise,0.8,[F30attr],BIRCH,,,,,,0.4339,0.1696,6.0
25614,11,satimage_sample3600.csv,noise,0.8,[F30attr],Hierarchical Clustering,,,,,,0.3942,0.1746,6.0
25615,11,satimage_sample3600.csv,noise,0.9,[F30attr],K-Means,,,,,,0.5153,0.3343,6.0
25616,11,satimage_sample3600.csv,noise,0.9,[F30attr],HDBSCAN,,,,,,0.244,0.3122,3.0
25617,11,satimage_sample3600.csv,noise,0.9,[F30attr],Gaussian Mixture Model,,,,,,0.4997,0.0485,6.0
25618,11,satimage_sample3600.csv,noise,0.9,[F30attr],BIRCH,,,,,,0.4574,0.245,6.0
25619,11,satimage_sample3600.csv,noise,0.9,[F30attr],Hierarchical Clustering,,,,,,0.3952,0.2712,6.0
25620,11,satimage_sample3600.csv,duplicate,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5556,0.3424,6.0
25621,11,satimage_sample3600.csv,duplicate,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2723,0.1652,5.0
25622,11,satimage_sample3600.csv,duplicate,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.511,0.0506,6.0
25623,11,satimage_sample3600.csv,duplicate,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4929,0.2813,6.0
25624,11,satimage_sample3600.csv,duplicate,0.1,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5387,0.3226,6.0
25625,11,satimage_sample3600.csv,duplicate,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5571,0.3419,6.0
25626,11,satimage_sample3600.csv,duplicate,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.454,0.1235,21.0
25627,11,satimage_sample3600.csv,duplicate,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.5073,0.0519,6.0
25628,11,satimage_sample3600.csv,duplicate,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.5335,0.2911,6.0
25629,11,satimage_sample3600.csv,duplicate,0.2,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5474,0.3141,6.0
25630,11,satimage_sample3600.csv,duplicate,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5599,0.3418,6.0
25631,11,satimage_sample3600.csv,duplicate,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.3004,0.2269,7.0
25632,11,satimage_sample3600.csv,duplicate,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4839,0.064,6.0
25633,11,satimage_sample3600.csv,duplicate,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4333,0.2377,6.0
25634,11,satimage_sample3600.csv,duplicate,0.3,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5561,0.3422,6.0
25635,11,satimage_sample3600.csv,duplicate,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5547,0.3414,6.0
25636,11,satimage_sample3600.csv,duplicate,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.4713,0.1302,19.0
25637,11,satimage_sample3600.csv,duplicate,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4801,0.0549,6.0
25638,11,satimage_sample3600.csv,duplicate,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.5364,0.2901,6.0
25639,11,satimage_sample3600.csv,duplicate,0.4,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5549,0.3473,6.0
25640,11,satimage_sample3600.csv,duplicate,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5611,0.3418,6.0
25641,11,satimage_sample3600.csv,duplicate,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.4639,0.1222,25.0
25642,11,satimage_sample3600.csv,duplicate,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4874,0.0788,6.0
25643,11,satimage_sample3600.csv,duplicate,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.5315,0.2981,6.0
25644,11,satimage_sample3600.csv,duplicate,0.5,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5381,0.3237,6.0
25645,11,satimage_sample3600.csv,duplicate,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.4874,0.3185,6.0
25646,11,satimage_sample3600.csv,duplicate,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2744,0.0756,7.0
25647,11,satimage_sample3600.csv,duplicate,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.453,0.0576,6.0
25648,11,satimage_sample3600.csv,duplicate,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4566,0.2978,6.0
25649,11,satimage_sample3600.csv,duplicate,0.6,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5575,0.3434,6.0
25650,11,satimage_sample3600.csv,duplicate,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5563,0.342,6.0
25651,11,satimage_sample3600.csv,duplicate,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.2546,0.1484,7.0
25652,11,satimage_sample3600.csv,duplicate,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4867,0.0827,6.0
25653,11,satimage_sample3600.csv,duplicate,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4789,0.2846,6.0
25654,11,satimage_sample3600.csv,duplicate,0.7,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.556,0.3379,6.0
25655,11,satimage_sample3600.csv,duplicate,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5082,0.3177,6.0
25656,11,satimage_sample3600.csv,duplicate,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.259,0.1136,8.0
25657,11,satimage_sample3600.csv,duplicate,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.4769,0.0741,6.0
25658,11,satimage_sample3600.csv,duplicate,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4611,0.2858,6.0
25659,11,satimage_sample3600.csv,duplicate,0.8,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5603,0.3482,6.0
25660,11,satimage_sample3600.csv,duplicate,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",K-Means,,,,,,0.5536,0.3421,6.0
25661,11,satimage_sample3600.csv,duplicate,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",HDBSCAN,,,,,,0.3022,0.0647,8.0
25662,11,satimage_sample3600.csv,duplicate,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Gaussian Mixture Model,,,,,,0.5111,0.0549,6.0
25663,11,satimage_sample3600.csv,duplicate,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",BIRCH,,,,,,0.4304,0.2763,6.0
25664,11,satimage_sample3600.csv,duplicate,0.9,"[Fattr, A19attr, F12attr, Aattr, F24attr]",Hierarchical Clustering,,,,,,0.5642,0.3446,6.0
25665,11,satimage_sample3600.csv,duplicate,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5609,0.3422,6.0
25666,11,satimage_sample3600.csv,duplicate,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",HDBSCAN,,,,,,0.3015,0.1687,6.0
25667,11,satimage_sample3600.csv,duplicate,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Gaussian Mixture Model,,,,,,0.486,0.0771,6.0
25668,11,satimage_sample3600.csv,duplicate,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",BIRCH,,,,,,0.559,0.2979,6.0
25669,11,satimage_sample3600.csv,duplicate,0.1,"[A13attr, Cattr, F30attr, B14attr, C9attr]",Hierarchical Clustering,,,,,,0.5707,0.3355,6.0
25670,11,satimage_sample3600.csv,duplicate,0.2,"[A13attr, Cattr, F30attr, B14attr, C9attr]",K-Means,,,,,,0.5563,0.3412,6.0
