",",experiment_run,datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1,AMI,SILHOUETTE,K
42218,12,satimage_sample3600.csv,outlier,0.9,[C9attr],BIRCH,,,,,,0.0,,1.0
42219,12,satimage_sample3600.csv,outlier,0.9,[C9attr],Hierarchical Clustering,,,,,,0.0602,0.3408,2.0
42220,12,satimage_sample3600.csv,outlier,0.1,[F12attr],K-Means,,,,,,0.4637,0.2955,5.0
42221,12,satimage_sample3600.csv,outlier,0.1,[F12attr],HDBSCAN,,,,,,0.4685,0.1983,9.0
42222,12,satimage_sample3600.csv,outlier,0.1,[F12attr],Gaussian Mixture Model,,,,,,0.4848,0.1084,5.0
42223,12,satimage_sample3600.csv,outlier,0.1,[F12attr],BIRCH,,,,,,0.4326,0.3014,4.0
42224,12,satimage_sample3600.csv,outlier,0.1,[F12attr],Hierarchical Clustering,,,,,,0.488,0.3263,5.0
42225,12,satimage_sample3600.csv,outlier,0.2,[F12attr],K-Means,,,,,,0.4061,0.4478,3.0
42226,12,satimage_sample3600.csv,outlier,0.2,[F12attr],HDBSCAN,,,,,,0.4679,0.239,7.0
42227,12,satimage_sample3600.csv,outlier,0.2,[F12attr],Gaussian Mixture Model,,,,,,0.519,0.1505,4.0
42228,12,satimage_sample3600.csv,outlier,0.2,[F12attr],BIRCH,,,,,,0.427,0.3217,4.0
42229,12,satimage_sample3600.csv,outlier,0.2,[F12attr],Hierarchical Clustering,,,,,,0.4173,0.307,4.0
42230,12,satimage_sample3600.csv,outlier,0.3,[F12attr],K-Means,,,,,,0.4259,0.3347,4.0
42231,12,satimage_sample3600.csv,outlier,0.3,[F12attr],HDBSCAN,,,,,,0.2386,0.4917,2.0
42232,12,satimage_sample3600.csv,outlier,0.3,[F12attr],Gaussian Mixture Model,,,,,,0.442,0.0636,5.0
42233,12,satimage_sample3600.csv,outlier,0.3,[F12attr],BIRCH,,,,,,0.3852,0.4184,3.0
42234,12,satimage_sample3600.csv,outlier,0.3,[F12attr],Hierarchical Clustering,,,,,,0.4029,0.4471,3.0
42235,12,satimage_sample3600.csv,outlier,0.4,[F12attr],K-Means,,,,,,0.4054,0.447,3.0
42236,12,satimage_sample3600.csv,outlier,0.4,[F12attr],HDBSCAN,,,,,,0.238,0.495,2.0
42237,12,satimage_sample3600.csv,outlier,0.4,[F12attr],Gaussian Mixture Model,,,,,,0.3313,0.1239,5.0
42238,12,satimage_sample3600.csv,outlier,0.4,[F12attr],BIRCH,,,,,,0.408,0.4302,3.0
42239,12,satimage_sample3600.csv,outlier,0.4,[F12attr],Hierarchical Clustering,,,,,,0.4059,0.4471,3.0
42240,12,satimage_sample3600.csv,outlier,0.5,[F12attr],K-Means,,,,,,0.2773,0.3656,2.0
42241,12,satimage_sample3600.csv,outlier,0.5,[F12attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42242,12,satimage_sample3600.csv,outlier,0.5,[F12attr],Gaussian Mixture Model,,,,,,0.2964,-0.0473,5.0
42243,12,satimage_sample3600.csv,outlier,0.5,[F12attr],BIRCH,,,,,,0.2485,0.4785,2.0
42244,12,satimage_sample3600.csv,outlier,0.5,[F12attr],Hierarchical Clustering,,,,,,0.4006,0.4455,3.0
42245,12,satimage_sample3600.csv,outlier,0.6,[F12attr],K-Means,,,,,,0.2813,0.3666,2.0
42246,12,satimage_sample3600.csv,outlier,0.6,[F12attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42247,12,satimage_sample3600.csv,outlier,0.6,[F12attr],Gaussian Mixture Model,,,,,,0.3245,-0.0804,6.0
42248,12,satimage_sample3600.csv,outlier,0.6,[F12attr],BIRCH,,,,,,0.251,0.4798,2.0
42249,12,satimage_sample3600.csv,outlier,0.6,[F12attr],Hierarchical Clustering,,,,,,0.0,,1.0
42250,12,satimage_sample3600.csv,outlier,0.7,[F12attr],K-Means,,,,,,0.0,,1.0
42251,12,satimage_sample3600.csv,outlier,0.7,[F12attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42252,12,satimage_sample3600.csv,outlier,0.7,[F12attr],Gaussian Mixture Model,,,,,,0.2756,-0.0224,5.0
42253,12,satimage_sample3600.csv,outlier,0.7,[F12attr],BIRCH,,,,,,0.2137,0.5039,2.0
42254,12,satimage_sample3600.csv,outlier,0.7,[F12attr],Hierarchical Clustering,,,,,,0.0015,0.2113,2.0
42255,12,satimage_sample3600.csv,outlier,0.8,[F12attr],K-Means,,,,,,0.0,,1.0
42256,12,satimage_sample3600.csv,outlier,0.8,[F12attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42257,12,satimage_sample3600.csv,outlier,0.8,[F12attr],Gaussian Mixture Model,,,,,,0.4972,0.0901,5.0
42258,12,satimage_sample3600.csv,outlier,0.8,[F12attr],BIRCH,,,,,,0.0,,1.0
42259,12,satimage_sample3600.csv,outlier,0.8,[F12attr],Hierarchical Clustering,,,,,,0.0,,1.0
42260,12,satimage_sample3600.csv,outlier,0.9,[F12attr],K-Means,,,,,,0.0,,1.0
42261,12,satimage_sample3600.csv,outlier,0.9,[F12attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42262,12,satimage_sample3600.csv,outlier,0.9,[F12attr],Gaussian Mixture Model,,,,,,0.2672,0.0081,5.0
42263,12,satimage_sample3600.csv,outlier,0.9,[F12attr],BIRCH,,,,,,0.2334,0.5012,2.0
42264,12,satimage_sample3600.csv,outlier,0.9,[F12attr],Hierarchical Clustering,,,,,,0.0,,1.0
42265,12,satimage_sample3600.csv,outlier,0.1,[A13attr],K-Means,,,,,,0.5217,0.3375,5.0
42266,12,satimage_sample3600.csv,outlier,0.1,[A13attr],HDBSCAN,,,,,,0.3698,0.1864,5.0
42267,12,satimage_sample3600.csv,outlier,0.1,[A13attr],Gaussian Mixture Model,,,,,,0.5821,0.0922,5.0
42268,12,satimage_sample3600.csv,outlier,0.1,[A13attr],BIRCH,,,,,,0.4303,0.2634,4.0
42269,12,satimage_sample3600.csv,outlier,0.1,[A13attr],Hierarchical Clustering,,,,,,0.574,0.3462,6.0
42270,12,satimage_sample3600.csv,outlier,0.2,[A13attr],K-Means,,,,,,0.407,0.4493,3.0
42271,12,satimage_sample3600.csv,outlier,0.2,[A13attr],HDBSCAN,,,,,,0.1644,0.4959,2.0
42272,12,satimage_sample3600.csv,outlier,0.2,[A13attr],Gaussian Mixture Model,,,,,,0.5021,0.0409,5.0
42273,12,satimage_sample3600.csv,outlier,0.2,[A13attr],BIRCH,,,,,,0.382,0.4212,3.0
42274,12,satimage_sample3600.csv,outlier,0.2,[A13attr],Hierarchical Clustering,,,,,,0.4154,0.3267,4.0
42275,12,satimage_sample3600.csv,outlier,0.3,[A13attr],K-Means,,,,,,0.4075,0.449,3.0
42276,12,satimage_sample3600.csv,outlier,0.3,[A13attr],HDBSCAN,,,,,,0.1861,0.5013,2.0
42277,12,satimage_sample3600.csv,outlier,0.3,[A13attr],Gaussian Mixture Model,,,,,,0.5297,0.0487,5.0
42278,12,satimage_sample3600.csv,outlier,0.3,[A13attr],BIRCH,,,,,,0.3837,0.4281,3.0
42279,12,satimage_sample3600.csv,outlier,0.3,[A13attr],Hierarchical Clustering,,,,,,0.4095,0.3325,4.0
42280,12,satimage_sample3600.csv,outlier,0.4,[A13attr],K-Means,,,,,,0.4079,0.4484,3.0
42281,12,satimage_sample3600.csv,outlier,0.4,[A13attr],HDBSCAN,,,,,,0.3436,0.1389,5.0
42282,12,satimage_sample3600.csv,outlier,0.4,[A13attr],Gaussian Mixture Model,,,,,,0.5228,0.0487,4.0
42283,12,satimage_sample3600.csv,outlier,0.4,[A13attr],BIRCH,,,,,,0.4069,0.416,3.0
42284,12,satimage_sample3600.csv,outlier,0.4,[A13attr],Hierarchical Clustering,,,,,,0.3912,0.4451,3.0
42285,12,satimage_sample3600.csv,outlier,0.5,[A13attr],K-Means,,,,,,0.2438,0.3595,2.0
42286,12,satimage_sample3600.csv,outlier,0.5,[A13attr],HDBSCAN,,,,,,0.3452,0.1416,5.0
42287,12,satimage_sample3600.csv,outlier,0.5,[A13attr],Gaussian Mixture Model,,,,,,0.32,-0.0718,6.0
42288,12,satimage_sample3600.csv,outlier,0.5,[A13attr],BIRCH,,,,,,0.2183,0.496,2.0
42289,12,satimage_sample3600.csv,outlier,0.5,[A13attr],Hierarchical Clustering,,,,,,0.3513,0.4264,3.0
42290,12,satimage_sample3600.csv,outlier,0.6,[A13attr],K-Means,,,,,,0.2558,0.3541,2.0
42291,12,satimage_sample3600.csv,outlier,0.6,[A13attr],HDBSCAN,,,,,,0.4509,0.2277,7.0
42292,12,satimage_sample3600.csv,outlier,0.6,[A13attr],Gaussian Mixture Model,,,,,,0.5053,0.0337,6.0
42293,12,satimage_sample3600.csv,outlier,0.6,[A13attr],BIRCH,,,,,,-0.0002,0.2576,2.0
42294,12,satimage_sample3600.csv,outlier,0.6,[A13attr],Hierarchical Clustering,,,,,,0.173,0.5019,2.0
42295,12,satimage_sample3600.csv,outlier,0.7,[A13attr],K-Means,,,,,,0.0,,1.0
42296,12,satimage_sample3600.csv,outlier,0.7,[A13attr],HDBSCAN,,,,,,0.4452,0.2163,7.0
42297,12,satimage_sample3600.csv,outlier,0.7,[A13attr],Gaussian Mixture Model,,,,,,0.5032,0.0867,5.0
42298,12,satimage_sample3600.csv,outlier,0.7,[A13attr],BIRCH,,,,,,0.0,,1.0
42299,12,satimage_sample3600.csv,outlier,0.7,[A13attr],Hierarchical Clustering,,,,,,0.0,,1.0
42300,12,satimage_sample3600.csv,outlier,0.8,[A13attr],K-Means,,,,,,0.0,,1.0
42301,12,satimage_sample3600.csv,outlier,0.8,[A13attr],HDBSCAN,,,,,,0.4466,0.2199,7.0
42302,12,satimage_sample3600.csv,outlier,0.8,[A13attr],Gaussian Mixture Model,,,,,,0.4993,0.088,5.0
42303,12,satimage_sample3600.csv,outlier,0.8,[A13attr],BIRCH,,,,,,0.0,,1.0
42304,12,satimage_sample3600.csv,outlier,0.8,[A13attr],Hierarchical Clustering,,,,,,0.0,,1.0
42305,12,satimage_sample3600.csv,outlier,0.9,[A13attr],K-Means,,,,,,0.003,0.2189,2.0
42306,12,satimage_sample3600.csv,outlier,0.9,[A13attr],HDBSCAN,,,,,,0.2006,0.4181,3.0
42307,12,satimage_sample3600.csv,outlier,0.9,[A13attr],Gaussian Mixture Model,,,,,,0.4281,0.0572,5.0
42308,12,satimage_sample3600.csv,outlier,0.9,[A13attr],BIRCH,,,,,,0.2379,0.4904,2.0
42309,12,satimage_sample3600.csv,outlier,0.9,[A13attr],Hierarchical Clustering,,,,,,0.0006,0.2061,2.0
42310,12,satimage_sample3600.csv,outlier,0.1,[B14attr],K-Means,,,,,,0.4894,0.3373,5.0
42311,12,satimage_sample3600.csv,outlier,0.1,[B14attr],HDBSCAN,,,,,,0.3943,0.1036,5.0
42312,12,satimage_sample3600.csv,outlier,0.1,[B14attr],Gaussian Mixture Model,,,,,,0.439,0.2003,5.0
42313,12,satimage_sample3600.csv,outlier,0.1,[B14attr],BIRCH,,,,,,0.435,0.3234,4.0
42314,12,satimage_sample3600.csv,outlier,0.1,[B14attr],Hierarchical Clustering,,,,,,0.5269,0.3419,5.0
42315,12,satimage_sample3600.csv,outlier,0.2,[B14attr],K-Means,,,,,,0.4158,0.3385,4.0
42316,12,satimage_sample3600.csv,outlier,0.2,[B14attr],HDBSCAN,,,,,,0.2575,0.2219,3.0
42317,12,satimage_sample3600.csv,outlier,0.2,[B14attr],Gaussian Mixture Model,,,,,,0.3899,0.1428,5.0
42318,12,satimage_sample3600.csv,outlier,0.2,[B14attr],BIRCH,,,,,,0.3684,0.3955,3.0
42319,12,satimage_sample3600.csv,outlier,0.2,[B14attr],Hierarchical Clustering,,,,,,0.4335,0.3412,4.0
42320,12,satimage_sample3600.csv,outlier,0.3,[B14attr],K-Means,,,,,,0.5493,0.3929,4.0
42321,12,satimage_sample3600.csv,outlier,0.3,[B14attr],HDBSCAN,,,,,,0.3015,0.2145,3.0
42322,12,satimage_sample3600.csv,outlier,0.3,[B14attr],Gaussian Mixture Model,,,,,,0.5427,0.125,4.0
42323,12,satimage_sample3600.csv,outlier,0.3,[B14attr],BIRCH,,,,,,0.4502,0.3628,3.0
42324,12,satimage_sample3600.csv,outlier,0.3,[B14attr],Hierarchical Clustering,,,,,,0.4084,0.4473,3.0
42325,12,satimage_sample3600.csv,outlier,0.4,[B14attr],K-Means,,,,,,0.4002,0.449,3.0
42326,12,satimage_sample3600.csv,outlier,0.4,[B14attr],HDBSCAN,,,,,,0.2882,0.2172,3.0
42327,12,satimage_sample3600.csv,outlier,0.4,[B14attr],Gaussian Mixture Model,,,,,,0.4279,0.105,5.0
42328,12,satimage_sample3600.csv,outlier,0.4,[B14attr],BIRCH,,,,,,0.2429,0.48,2.0
42329,12,satimage_sample3600.csv,outlier,0.4,[B14attr],Hierarchical Clustering,,,,,,0.3958,0.4481,3.0
42330,12,satimage_sample3600.csv,outlier,0.5,[B14attr],K-Means,,,,,,0.3772,0.4391,3.0
42331,12,satimage_sample3600.csv,outlier,0.5,[B14attr],HDBSCAN,,,,,,0.2437,0.4973,2.0
42332,12,satimage_sample3600.csv,outlier,0.5,[B14attr],Gaussian Mixture Model,,,,,,0.5023,0.0194,6.0
42333,12,satimage_sample3600.csv,outlier,0.5,[B14attr],BIRCH,,,,,,0.2456,0.4726,2.0
42334,12,satimage_sample3600.csv,outlier,0.5,[B14attr],Hierarchical Clustering,,,,,,0.3962,0.4398,3.0
42335,12,satimage_sample3600.csv,outlier,0.6,[B14attr],K-Means,,,,,,0.1997,0.5039,2.0
42336,12,satimage_sample3600.csv,outlier,0.6,[B14attr],HDBSCAN,,,,,,0.238,0.495,2.0
42337,12,satimage_sample3600.csv,outlier,0.6,[B14attr],Gaussian Mixture Model,,,,,,0.2764,-0.1347,5.0
42338,12,satimage_sample3600.csv,outlier,0.6,[B14attr],BIRCH,,,,,,0.0,,1.0
42339,12,satimage_sample3600.csv,outlier,0.6,[B14attr],Hierarchical Clustering,,,,,,0.238,0.495,2.0
42340,12,satimage_sample3600.csv,outlier,0.7,[B14attr],K-Means,,,,,,0.0963,0.4897,2.0
42341,12,satimage_sample3600.csv,outlier,0.7,[B14attr],HDBSCAN,,,,,,0.2437,0.4973,2.0
42342,12,satimage_sample3600.csv,outlier,0.7,[B14attr],Gaussian Mixture Model,,,,,,0.4812,0.0949,4.0
42343,12,satimage_sample3600.csv,outlier,0.7,[B14attr],BIRCH,,,,,,0.0043,0.0889,2.0
42344,12,satimage_sample3600.csv,outlier,0.7,[B14attr],Hierarchical Clustering,,,,,,0.0121,0.1724,2.0
42345,12,satimage_sample3600.csv,outlier,0.8,[B14attr],K-Means,,,,,,0.2185,0.5016,2.0
42346,12,satimage_sample3600.csv,outlier,0.8,[B14attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42347,12,satimage_sample3600.csv,outlier,0.8,[B14attr],Gaussian Mixture Model,,,,,,0.485,0.0239,6.0
42348,12,satimage_sample3600.csv,outlier,0.8,[B14attr],BIRCH,,,,,,0.003,0.1277,2.0
42349,12,satimage_sample3600.csv,outlier,0.8,[B14attr],Hierarchical Clustering,,,,,,0.022,0.1566,2.0
42350,12,satimage_sample3600.csv,outlier,0.9,[B14attr],K-Means,,,,,,0.1196,0.4933,2.0
42351,12,satimage_sample3600.csv,outlier,0.9,[B14attr],HDBSCAN,,,,,,0.4659,0.2914,5.0
42352,12,satimage_sample3600.csv,outlier,0.9,[B14attr],Gaussian Mixture Model,,,,,,0.4902,0.1,4.0
42353,12,satimage_sample3600.csv,outlier,0.9,[B14attr],BIRCH,,,,,,0.003,0.1277,2.0
42354,12,satimage_sample3600.csv,outlier,0.9,[B14attr],Hierarchical Clustering,,,,,,0.0,,1.0
42355,12,satimage_sample3600.csv,outlier,0.1,[A19attr],K-Means,,,,,,0.4798,0.3246,5.0
42356,12,satimage_sample3600.csv,outlier,0.1,[A19attr],HDBSCAN,,,,,,0.4795,0.1978,13.0
42357,12,satimage_sample3600.csv,outlier,0.1,[A19attr],Gaussian Mixture Model,,,,,,0.3782,0.1949,6.0
42358,12,satimage_sample3600.csv,outlier,0.1,[A19attr],BIRCH,,,,,,0.5423,0.2697,5.0
42359,12,satimage_sample3600.csv,outlier,0.1,[A19attr],Hierarchical Clustering,,,,,,0.5297,0.3208,6.0
42360,12,satimage_sample3600.csv,outlier,0.2,[A19attr],K-Means,,,,,,0.4161,0.3345,4.0
42361,12,satimage_sample3600.csv,outlier,0.2,[A19attr],HDBSCAN,,,,,,0.4559,0.1095,13.0
42362,12,satimage_sample3600.csv,outlier,0.2,[A19attr],Gaussian Mixture Model,,,,,,0.4404,0.0881,4.0
42363,12,satimage_sample3600.csv,outlier,0.2,[A19attr],BIRCH,,,,,,0.3688,0.42,3.0
42364,12,satimage_sample3600.csv,outlier,0.2,[A19attr],Hierarchical Clustering,,,,,,0.4014,0.4475,3.0
42365,12,satimage_sample3600.csv,outlier,0.3,[A19attr],K-Means,,,,,,0.4157,0.3351,4.0
42366,12,satimage_sample3600.csv,outlier,0.3,[A19attr],HDBSCAN,,,,,,0.4718,0.16,10.0
42367,12,satimage_sample3600.csv,outlier,0.3,[A19attr],Gaussian Mixture Model,,,,,,0.4337,-0.0314,6.0
42368,12,satimage_sample3600.csv,outlier,0.3,[A19attr],BIRCH,,,,,,0.3526,0.2762,4.0
42369,12,satimage_sample3600.csv,outlier,0.3,[A19attr],Hierarchical Clustering,,,,,,0.4141,0.3346,4.0
42370,12,satimage_sample3600.csv,outlier,0.4,[A19attr],K-Means,,,,,,0.401,0.4491,3.0
42371,12,satimage_sample3600.csv,outlier,0.4,[A19attr],HDBSCAN,,,,,,0.4704,0.1584,11.0
42372,12,satimage_sample3600.csv,outlier,0.4,[A19attr],Gaussian Mixture Model,,,,,,0.3848,0.0661,6.0
42373,12,satimage_sample3600.csv,outlier,0.4,[A19attr],BIRCH,,,,,,0.2537,0.4784,2.0
42374,12,satimage_sample3600.csv,outlier,0.4,[A19attr],Hierarchical Clustering,,,,,,0.4009,0.4444,3.0
42375,12,satimage_sample3600.csv,outlier,0.5,[A19attr],K-Means,,,,,,0.397,0.4461,3.0
42376,12,satimage_sample3600.csv,outlier,0.5,[A19attr],HDBSCAN,,,,,,0.458,0.1728,9.0
42377,12,satimage_sample3600.csv,outlier,0.5,[A19attr],Gaussian Mixture Model,,,,,,0.3808,-0.037,6.0
42378,12,satimage_sample3600.csv,outlier,0.5,[A19attr],BIRCH,,,,,,0.2185,0.5027,2.0
42379,12,satimage_sample3600.csv,outlier,0.5,[A19attr],Hierarchical Clustering,,,,,,0.2334,0.5012,2.0
42380,12,satimage_sample3600.csv,outlier,0.6,[A19attr],K-Means,,,,,,0.2283,0.4978,2.0
42381,12,satimage_sample3600.csv,outlier,0.6,[A19attr],HDBSCAN,,,,,,0.4376,0.1417,9.0
42382,12,satimage_sample3600.csv,outlier,0.6,[A19attr],Gaussian Mixture Model,,,,,,0.2781,-0.0918,4.0
42383,12,satimage_sample3600.csv,outlier,0.6,[A19attr],BIRCH,,,,,,0.0,,1.0
42384,12,satimage_sample3600.csv,outlier,0.6,[A19attr],Hierarchical Clustering,,,,,,0.2443,0.4937,2.0
42385,12,satimage_sample3600.csv,outlier,0.7,[A19attr],K-Means,,,,,,0.0,,1.0
42386,12,satimage_sample3600.csv,outlier,0.7,[A19attr],HDBSCAN,,,,,,0.2914,0.0285,5.0
42387,12,satimage_sample3600.csv,outlier,0.7,[A19attr],Gaussian Mixture Model,,,,,,0.3157,0.0088,5.0
42388,12,satimage_sample3600.csv,outlier,0.7,[A19attr],BIRCH,,,,,,0.0,,1.0
42389,12,satimage_sample3600.csv,outlier,0.7,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
42390,12,satimage_sample3600.csv,outlier,0.8,[A19attr],K-Means,,,,,,0.0,,1.0
42391,12,satimage_sample3600.csv,outlier,0.8,[A19attr],HDBSCAN,,,,,,0.4397,0.1669,8.0
42392,12,satimage_sample3600.csv,outlier,0.8,[A19attr],Gaussian Mixture Model,,,,,,0.4201,0.0994,4.0
42393,12,satimage_sample3600.csv,outlier,0.8,[A19attr],BIRCH,,,,,,0.0,,1.0
42394,12,satimage_sample3600.csv,outlier,0.8,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
42395,12,satimage_sample3600.csv,outlier,0.9,[A19attr],K-Means,,,,,,0.0,,1.0
42396,12,satimage_sample3600.csv,outlier,0.9,[A19attr],HDBSCAN,,,,,,0.5743,0.2828,8.0
42397,12,satimage_sample3600.csv,outlier,0.9,[A19attr],Gaussian Mixture Model,,,,,,0.4754,0.0499,5.0
42398,12,satimage_sample3600.csv,outlier,0.9,[A19attr],BIRCH,,,,,,0.0,,1.0
42399,12,satimage_sample3600.csv,outlier,0.9,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
42400,12,satimage_sample3600.csv,outlier,0.1,[F24attr],K-Means,,,,,,0.4953,0.3246,6.0
42401,12,satimage_sample3600.csv,outlier,0.1,[F24attr],HDBSCAN,,,,,,0.3956,0.0431,7.0
42402,12,satimage_sample3600.csv,outlier,0.1,[F24attr],Gaussian Mixture Model,,,,,,0.4489,0.1907,6.0
42403,12,satimage_sample3600.csv,outlier,0.1,[F24attr],BIRCH,,,,,,0.4574,0.3218,4.0
42404,12,satimage_sample3600.csv,outlier,0.1,[F24attr],Hierarchical Clustering,,,,,,0.547,0.358,6.0
42405,12,satimage_sample3600.csv,outlier,0.2,[F24attr],K-Means,,,,,,0.4147,0.3378,4.0
42406,12,satimage_sample3600.csv,outlier,0.2,[F24attr],HDBSCAN,,,,,,0.3051,0.2522,3.0
42407,12,satimage_sample3600.csv,outlier,0.2,[F24attr],Gaussian Mixture Model,,,,,,0.4325,0.0434,5.0
42408,12,satimage_sample3600.csv,outlier,0.2,[F24attr],BIRCH,,,,,,0.3738,0.4134,3.0
42409,12,satimage_sample3600.csv,outlier,0.2,[F24attr],Hierarchical Clustering,,,,,,0.4231,0.3431,4.0
42410,12,satimage_sample3600.csv,outlier,0.3,[F24attr],K-Means,,,,,,0.4155,0.3378,4.0
42411,12,satimage_sample3600.csv,outlier,0.3,[F24attr],HDBSCAN,,,,,,0.241,0.2712,3.0
42412,12,satimage_sample3600.csv,outlier,0.3,[F24attr],Gaussian Mixture Model,,,,,,0.4361,0.0457,5.0
42413,12,satimage_sample3600.csv,outlier,0.3,[F24attr],BIRCH,,,,,,0.398,0.413,3.0
42414,12,satimage_sample3600.csv,outlier,0.3,[F24attr],Hierarchical Clustering,,,,,,0.4246,0.3421,4.0
42415,12,satimage_sample3600.csv,outlier,0.4,[F24attr],K-Means,,,,,,0.4058,0.4493,3.0
42416,12,satimage_sample3600.csv,outlier,0.4,[F24attr],HDBSCAN,,,,,,0.3013,0.0467,5.0
42417,12,satimage_sample3600.csv,outlier,0.4,[F24attr],Gaussian Mixture Model,,,,,,0.4488,0.0665,5.0
42418,12,satimage_sample3600.csv,outlier,0.4,[F24attr],BIRCH,,,,,,0.2334,0.4973,2.0
42419,12,satimage_sample3600.csv,outlier,0.4,[F24attr],Hierarchical Clustering,,,,,,0.4009,0.4378,3.0
42420,12,satimage_sample3600.csv,outlier,0.5,[F24attr],K-Means,,,,,,0.4076,0.4452,3.0
42421,12,satimage_sample3600.csv,outlier,0.5,[F24attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42422,12,satimage_sample3600.csv,outlier,0.5,[F24attr],Gaussian Mixture Model,,,,,,0.3324,0.1538,5.0
42423,12,satimage_sample3600.csv,outlier,0.5,[F24attr],BIRCH,,,,,,0.2541,0.477,2.0
42424,12,satimage_sample3600.csv,outlier,0.5,[F24attr],Hierarchical Clustering,,,,,,0.4109,0.4449,3.0
42425,12,satimage_sample3600.csv,outlier,0.6,[F24attr],K-Means,,,,,,0.2497,0.4898,2.0
42426,12,satimage_sample3600.csv,outlier,0.6,[F24attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42427,12,satimage_sample3600.csv,outlier,0.6,[F24attr],Gaussian Mixture Model,,,,,,0.2857,-0.0751,5.0
42428,12,satimage_sample3600.csv,outlier,0.6,[F24attr],BIRCH,,,,,,0.2091,0.4994,2.0
42429,12,satimage_sample3600.csv,outlier,0.6,[F24attr],Hierarchical Clustering,,,,,,0.2503,0.479,2.0
42430,12,satimage_sample3600.csv,outlier,0.7,[F24attr],K-Means,,,,,,0.0,,1.0
42431,12,satimage_sample3600.csv,outlier,0.7,[F24attr],HDBSCAN,,,,,,0.2385,0.4995,2.0
42432,12,satimage_sample3600.csv,outlier,0.7,[F24attr],Gaussian Mixture Model,,,,,,0.4902,0.0883,6.0
42433,12,satimage_sample3600.csv,outlier,0.7,[F24attr],BIRCH,,,,,,0.0,,1.0
42434,12,satimage_sample3600.csv,outlier,0.7,[F24attr],Hierarchical Clustering,,,,,,0.2486,0.4745,2.0
42435,12,satimage_sample3600.csv,outlier,0.8,[F24attr],K-Means,,,,,,0.0,,1.0
42436,12,satimage_sample3600.csv,outlier,0.8,[F24attr],HDBSCAN,,,,,,0.2315,0.3413,3.0
42437,12,satimage_sample3600.csv,outlier,0.8,[F24attr],Gaussian Mixture Model,,,,,,0.2718,0.0167,5.0
42438,12,satimage_sample3600.csv,outlier,0.8,[F24attr],BIRCH,,,,,,0.0,,1.0
42439,12,satimage_sample3600.csv,outlier,0.8,[F24attr],Hierarchical Clustering,,,,,,0.0,,1.0
42440,12,satimage_sample3600.csv,outlier,0.9,[F24attr],K-Means,,,,,,0.0,,1.0
42441,12,satimage_sample3600.csv,outlier,0.9,[F24attr],HDBSCAN,,,,,,0.2338,0.4978,2.0
42442,12,satimage_sample3600.csv,outlier,0.9,[F24attr],Gaussian Mixture Model,,,,,,0.4976,0.0908,5.0
42443,12,satimage_sample3600.csv,outlier,0.9,[F24attr],BIRCH,,,,,,0.0,,1.0
42444,12,satimage_sample3600.csv,outlier,0.9,[F24attr],Hierarchical Clustering,,,,,,0.0387,0.1239,2.0
42445,12,satimage_sample3600.csv,outlier,0.1,[F30attr],K-Means,,,,,,0.5821,0.3547,6.0
42446,12,satimage_sample3600.csv,outlier,0.1,[F30attr],HDBSCAN,,,,,,0.3153,0.0359,7.0
42447,12,satimage_sample3600.csv,outlier,0.1,[F30attr],Gaussian Mixture Model,,,,,,0.5779,0.0712,6.0
42448,12,satimage_sample3600.csv,outlier,0.1,[F30attr],BIRCH,,,,,,0.4254,0.3228,5.0
42449,12,satimage_sample3600.csv,outlier,0.1,[F30attr],Hierarchical Clustering,,,,,,0.5337,0.334,6.0
42450,12,satimage_sample3600.csv,outlier,0.2,[F30attr],K-Means,,,,,,0.4085,0.3716,5.0
42451,12,satimage_sample3600.csv,outlier,0.2,[F30attr],HDBSCAN,,,,,,0.2645,0.0678,6.0
42452,12,satimage_sample3600.csv,outlier,0.2,[F30attr],Gaussian Mixture Model,,,,,,0.4918,-0.0336,5.0
42453,12,satimage_sample3600.csv,outlier,0.2,[F30attr],BIRCH,,,,,,0.4057,0.2849,4.0
42454,12,satimage_sample3600.csv,outlier,0.2,[F30attr],Hierarchical Clustering,,,,,,0.4601,0.349,6.0
42455,12,satimage_sample3600.csv,outlier,0.3,[F30attr],K-Means,,,,,,0.4065,0.4249,4.0
42456,12,satimage_sample3600.csv,outlier,0.3,[F30attr],HDBSCAN,,,,,,0.2919,0.1519,4.0
42457,12,satimage_sample3600.csv,outlier,0.3,[F30attr],Gaussian Mixture Model,,,,,,0.5068,0.0987,5.0
42458,12,satimage_sample3600.csv,outlier,0.3,[F30attr],BIRCH,,,,,,0.3908,0.2917,5.0
42459,12,satimage_sample3600.csv,outlier,0.3,[F30attr],Hierarchical Clustering,,,,,,0.4152,0.4252,4.0
